id|survey_taker_id_id|response_json|survey_id|timestamp|comment_location|survey_metadata_id
45|57|{"slider": 3, "AfterToll": ["Take I-210 as an alternate route across the river", "Take US 171 and LA 378 as an alternate route across the river"], "OtherComments": "In favor of the bridge - the addition of a loop to Sulphur Avenue would be devastating - we are minutes from family, friends and work. Total privacy yet filled with beautiful sunrises, entertainment provided by fishermen, families boating fun, access to deep water, boat slip, our scenic bridge - we totally enjoy our little piece of heaven. With work near by and dependent children just 10 minutes away we are always there when needed. ", "BiggestConcern": ["That it will take my property", "That it will impact navigation"], "DriveOnCalcasieu": "3-5 days per week", "DriveOnStudyArea": "3-5 days per week", "WhatCausesStress": ["Traffic congestion", "Unpredictable slowdowns or stoppages"], "DriveSulphurAvenue": "3-5 days per week", "PreferredAlternative": "Alternative 5G"}|1|2021-03-25 21:49:49.436564+00|"[{"x": -93.24842662810192, "y": 30.242093091303364, "type": "home"}, {"x": -93.18289691928437, "y": 30.13917468581841, "type": "work"}]|1
46|58|{"slider": 5, "AfterToll": ["Buy a toll tag or toll pass for frequent user discount"], "OtherComments": "I like Alternative 3A and 3E.  ", "BiggestConcern": ["That it will never be completed", "I do not have any concerns"], "DriveOnCalcasieu": "1-2 days per week", "DriveOnStudyArea": "3-5 days per week", "WhatCausesStress": ["Traffic congestion", "Unpredictable slowdowns or stoppages", "Entering and exiting the interstate", "Steep grades", "Trucks", "Other drivers", "other"], "DriveSulphurAvenue": "3-5 days per week", "PreferredAlternative": "Alternative 3A", "WhatCausesStress-Comment": "The age and defects of the Calcasieu River Bridgescares me.  I refuse to drive over it for any reason.  I go through Moss Bluff to avoid the height of the bridges also.  I love that the new bridge will be lower."}|1|2021-03-26 01:41:38.916836+00|"[{"x": -93.26536099621822, "y": 30.256905979197754, "type": "home"}, {"x": -93.25576660569614, "y": 30.221089524371646, "type": "work"}]|1
47|59|{"slider": 5, "AfterToll": ["Limit the number of trips across the river", "Never drive across the bridge again"], "BiggestConcern": ["That it will cost too much", "That the bridge(s) will be tolled"], "DriveOnCalcasieu": "0 days per week", "DriveOnStudyArea": "1-2 days per week", "WhatCausesStress": ["Sharp curves"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "Alternative 5G"}|1|2021-03-26 10:50:45.048377+00|"[{"x": -93.20758162635342, "y": 30.169593358228557, "type": "home"}]|1
48|60|{"slider": 5, "AfterToll": ["Buy a toll tag or toll pass for frequent user discount"], "OtherComments": "The i10calcasieu website is fantastic. Excellent work!  Also--please build this bridge in my lifetime...", "BiggestConcern": ["That it will never be completed", "That EDC contamination will cause problems"], "DriveOnCalcasieu": "3-5 days per week", "DriveOnStudyArea": "6-7 days per week", "WhatCausesStress": ["Traffic congestion", "Unpredictable slowdowns or stoppages", "Entering and exiting the interstate", "Trains"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "Alternative 5G"}|1|2021-03-26 16:34:30.445589+00|"[{"x": -93.2308732697128, "y": 30.21571356356626, "type": "home"}, {"x": -93.35652939764225, "y": 30.18233164735828, "type": "work"}]|1
49|61|{"slider": 4, "AfterToll": ["Buy a toll tag or toll pass for frequent user discount"], "OtherComments": "This work is way overdue and the cost increases annually with each delay.  All federal and state options for financing should be on the table with a toll being the last choice.  Whatever it takes, this project should be on a fast track in the interest of safety of the public, image of the community and cost. ", "BiggestConcern": ["That it will never be completed", "That it will cost too much"], "DriveOnCalcasieu": "1-2 days per week", "DriveOnStudyArea": "1-2 days per week", "WhatCausesStress": ["Steep grades", "Trucks", "Other drivers", "Unpredictable slowdowns or stoppages"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "Alternative 5G"}|1|2021-03-26 17:51:12.862141+00|"[{"x": -93.23379761357482, "y": 30.208958945005012, "type": "home"}, {"x": -93.21692574092597, "y": 30.22773391049988, "type": "work"}]|1
50|61|{"slider": 5, "AfterToll": ["Buy a toll tag or toll pass for frequent user discount"], "OtherComments": "This project is way overdue and the safety of the community, the continuity of business and industry and the annual increase in cost are reasons it should be constructed as soon as possible.  Given that it could have a life of up to 100 years, it should be an iconic structure that travelers will remember and enjoy and it should be equipped with sufficient lanes and shoulders to accommodate anticipated future traffic and also include a walking/biking provision for inclusion in future health and quality of life initiatives. ", "BiggestConcern": ["That it will never be completed", "That it will cost too much"], "DriveOnCalcasieu": "1-2 days per week", "DriveOnStudyArea": "1-2 days per week", "WhatCausesStress": ["Unpredictable slowdowns or stoppages", "Steep grades", "Other drivers", "Trucks"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "Alternative 5G"}|1|2021-03-26 17:56:21.843744+00|"[{"x": -93.28693909184932, "y": 30.167759601682615}, {"x": -93.23553877191421, "y": 30.18585615214104, "type": "home"}, {"x": -93.2175817676034, "y": 30.226298365225, "type": "work"}]|1
51|62|{"slider": 4, "AfterToll": ["Take I-210 as an alternate route across the river"], "BiggestConcern": ["That it will never be completed"], "DriveOnCalcasieu": "1-2 days per week", "DriveOnStudyArea": "1-2 days per week", "WhatCausesStress": ["Traffic congestion", "Unpredictable slowdowns or stoppages", "Entering and exiting the interstate", "Trucks"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "Alternative 5G"}|1|2021-03-26 18:26:25.506842+00|"[{"x": -93.25149677482817, "y": 30.173444123207016, "type": "home"}, {"x": -93.2164778539299, "y": 30.18101236558831, "type": "work"}]|1
58|70|{"slider": 5, "AfterToll": ["Buy a toll tag or toll pass for frequent user discount"], "OtherComments": "Mitigate impact to the affected community during construction.", "BiggestConcern": ["That EDC contamination will cause problems"], "DriveOnCalcasieu": "1-2 days per week", "DriveOnStudyArea": "1-2 days per week", "WhatCausesStress": ["Unpredictable slowdowns or stoppages", "Traffic congestion", "Steep grades", "Entering and exiting the interstate", "Sharp curves", "Reduced speeds", "Trucks", "other"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "Alternative 5G", "WhatCausesStress-Comment": "Accidents"}|1|2021-03-30 14:09:31.987432+00|"[{"x": -93.177649180745, "y": 30.24340225968988}, {"x": -93.17822350281092, "y": 30.24152457968353, "type": "home"}]|1
68|15|{"slider": 3, "AfterToll": ["Take I-210 as an alternate route across the river"], "OtherComments": "TEST", "BiggestConcern": ["That it will never be completed"], "DriveOnCalcasieu": "0 days per week", "DriveOnStudyArea": "0 days per week", "WhatCausesStress": ["Traffic congestion"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "I do not have a preference"}|1|2021-04-20 17:05:11.781328+00|[]|1
52|64|{"slider": 5, "AfterToll": ["Buy a toll tag or toll pass for frequent user discount"], "OtherComments": "Firstly, thank you so much for your dedication to this project. The options, in my opinion, are well considered. As a daily commuter to Lake Charles from Moss Bluff, I must say that any option that provides an additional method of transport across the river is a huge bonus. Am I understanding this correctly? With Alternatives 3A and 3E, I wouldnt even have to engage Interstate 10 at all? Thats added convenience for which even I, as a local, would be willing to pay tolls for an extended period of time. I think support for the \"cheapest\" option (Alt. 5G) is shortsighted, because at the end of the day, we would have spent almost $1 Billion, if not more, and wed still only have two means of crossing the river. 5G is not as advantageous for local commuters as the other options.", "BiggestConcern": ["That it will never be completed", "I do not have any concerns"], "DriveOnCalcasieu": "1-2 days per week", "DriveOnStudyArea": "3-5 days per week", "WhatCausesStress": ["Traffic congestion", "Unpredictable slowdowns or stoppages", "Entering and exiting the interstate", "Steep grades", "Reduced speeds", "Trucks", "Other drivers"], "DriveSulphurAvenue": "1-2 days per week", "PreferredAlternative": "Alternative 3E"}|1|2021-03-26 19:12:38.948496+00|"[{"x": -93.20829979864345, "y": 30.217648903817402, "type": "work"}, {"x": -93.20945851293776, "y": 30.300329970442842, "type": "home"}]|1
53|65|{"slider": 3, "AfterToll": ["Take US 171 and LA 378 as an alternate route across the river", "Take I-210 as an alternate route across the river"], "OtherComments": "If the bridge becomes a toll bridge, all truck and out of town traffic will take 210.  This will cause daily traffic issues and local people will always have to take alternate routes.  Toll is not the answer, I drove trucks for 10 years, everyone just goes around the toll road or bridge.  Local people will be the only ones with a toll pass because LA doesn’t have a network of toll roads.  So essentially local people will be the majority of ones paying for it.  That’s not fair, considering the high volume of interstate traffic that causes wear to the roads and bridges. ", "BiggestConcern": ["That it will impact navigation", "That the bridge(s) will be tolled", "other"], "DriveOnCalcasieu": "3-5 days per week", "DriveOnStudyArea": "6-7 days per week", "WhatCausesStress": ["Traffic congestion", "Other drivers"], "DriveSulphurAvenue": "3-5 days per week", "PreferredAlternative": "I do not have a preference", "BiggestConcern-Comment": "That it will cause major congestion on I-210"}|1|2021-03-26 19:55:31.338297+00|"[{"x": -93.26811400457709, "y": 30.177869058260857, "type": "home"}, {"x": -93.19530229704966, "y": 30.306035442756336, "type": "work"}]|1
54|66|{"slider": 1, "AfterToll": ["Buy a toll tag or toll pass for frequent user discount"], "OtherComments": "No one has explained why we can’t have a flat low level bridge. You could make it a swinging open bridge for the 3 times a year something that large ever needs to go under it. You can install light and warning boards miles in advance of the 210 exit to give ample time to take 210 when the bridge opens. Doing that would cost significantly less, be better for the environment, and will no hamper views of Lake Charles. Then, you could focus the Westlake efforts going over the interstate and rail tracks, at a much lower cost. The flat bridge approach works amazingly in this scenario; given all the restraints facing this project. ", "BiggestConcern": ["That it will never be completed", "That it will cost too much", "That there is no way to pay for it", "That EDC contamination will cause problems"], "DriveOnCalcasieu": "6-7 days per week", "DriveOnStudyArea": "6-7 days per week", "WhatCausesStress": ["Traffic congestion", "Unpredictable slowdowns or stoppages", "Entering and exiting the interstate", "Steep grades", "Reduced speeds", "Trucks"], "DriveSulphurAvenue": "1-2 days per week", "PreferredAlternative": "No Build"}|1|2021-03-26 22:20:59.669018+00|"[{"x": -93.16835338800442, "y": 30.31821825684063, "type": "home"}, {"x": -93.34843953241982, "y": 30.150201007702236, "type": "work"}]|1
55|67|{"slider": 1, "AfterToll": ["Never drive across the bridge again", "other"], "OtherComments": "As a whole the residents should file suit/explore legal opportunities against DOT and local official signing off on project, too many projects going on in La to have SW LA  residents pay tolls while other areas are getting projects and funding", "BiggestConcern": ["That the bridge(s) will be tolled"], "DriveOnCalcasieu": "6-7 days per week", "DriveOnStudyArea": "6-7 days per week", "WhatCausesStress": ["Trains", "Steep grades"], "AfterToll-Comment": "Explore legal opportunities against DOT and local official signing off on project, too many projects going on in La to have SW LA  residents pay tolls while other areas are getting projects and funding.", "DriveSulphurAvenue": "6-7 days per week", "PreferredAlternative": "I do not have a preference"}|1|2021-03-27 02:09:10.097892+00|"[{"x": -93.26881043401943, "y": 30.289843469467467, "type": "home"}]|1
56|68|{"slider": 5, "AfterToll": ["Take I-210 as an alternate route across the river", "Limit the number of trips across the river"], "OtherComments": "Why should we give up waiting on a train for waiting on a Tug boat? I live on the river near the proposed 3A and 3E crossing, we get 4 are5 Tugs with barges per day the Tugs with two or more barges leave all but one barge behind and make several trips up river. they can not make the sharp turns with two barges. Also the increase traffic in front of school and the noise that goes with it.", "BiggestConcern": ["That the bridge(s) will be tolled"], "DriveOnCalcasieu": "3-5 days per week", "DriveOnStudyArea": "6-7 days per week", "WhatCausesStress": ["Trains", "Unpredictable slowdowns or stoppages", "Traffic congestion"], "DriveSulphurAvenue": "6-7 days per week", "PreferredAlternative": "Alternative 5G"}|1|2021-03-28 19:32:04.158697+00|"[{"x": -93.24952660238866, "y": 30.242447533980954, "type": "home"}]|1
57|69|{"slider": 4, "AfterToll": ["Buy a toll tag or toll pass for frequent user discount"], "OtherComments": "I think that we should find the absolute best bridge engineer and take his/her advice, however I know that it is absolutely insane to build a bridge with less lanes of traffic that what is feeding into it.  I see this all the time and have to say to myself this is not rocket science, what do they think is going to happen when they do this.   You also should put a shoulder safe enough for a wreck to get over onto.  I know this is more money but lives depend on it and if you are going to do it just do it right.", "BiggestConcern": ["That it will never be completed"], "DriveOnCalcasieu": "1-2 days per week", "DriveOnStudyArea": "1-2 days per week", "WhatCausesStress": ["Traffic congestion", "Trucks", "Other drivers"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "I do not have a preference"}|1|2021-03-29 18:46:34.486346+00|[]|1
67|53|{"slider": 3, "AfterToll": ["Take I-210 as an alternate route across the river"], "OtherComments": "TEST", "BiggestConcern": ["That it will never be completed"], "DriveOnCalcasieu": "0 days per week", "DriveOnStudyArea": "0 days per week", "WhatCausesStress": ["Traffic congestion"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "I do not have a preference"}|1|2021-04-20 17:03:57.223137+00|[]|1
59|70|{"slider": 5, "AfterToll": ["Buy a toll tag or toll pass for frequent user discount"], "OtherComments": "Minimize impact to affected community during construction", "BiggestConcern": ["That EDC contamination will cause problems"], "DriveOnCalcasieu": "1-2 days per week", "DriveOnStudyArea": "1-2 days per week", "WhatCausesStress": ["Traffic congestion", "Unpredictable slowdowns or stoppages", "Entering and exiting the interstate", "Steep grades", "Sharp curves", "Trucks", "Other drivers", "other"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "Alternative 5G", "WhatCausesStress-Comment": "Accidents"}|1|2021-03-30 14:13:55.431071+00|"[{"x": -93.177649180745, "y": 30.24340225968988}, {"x": -93.17819516028862, "y": 30.241940979566177, "type": "home"}]|1
60|70|{"slider": 5, "AfterToll": ["Buy a toll tag or toll pass for frequent user discount"], "OtherComments": "Minimize impact to affected community during construction", "BiggestConcern": ["That EDC contamination will cause problems"], "DriveOnCalcasieu": "1-2 days per week", "DriveOnStudyArea": "1-2 days per week", "WhatCausesStress": ["Traffic congestion", "Unpredictable slowdowns or stoppages", "Entering and exiting the interstate", "Steep grades", "Sharp curves", "Reduced speeds", "Trucks", "Other drivers", "other"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "Alternative 5G", "WhatCausesStress-Comment": "Accidents"}|1|2021-03-30 14:18:10.543777+00|"[{"x": -93.177649180745, "y": 30.24340225968988}, {"x": -93.17824354949374, "y": 30.24209598096852, "type": "home"}]|1
61|71|{"slider": 5, "AfterToll": ["Limit the number of trips across the river"], "OtherComments": "I feel the committee knows much better than me the best plan to go with so let’s get this show on the road.  Choose the best one and get going.", "BiggestConcern": ["That the bridge(s) will be tolled", "That there is no way to pay for it", "That it will cost too much", "That it will never be completed"], "DriveOnCalcasieu": "1-2 days per week", "DriveOnStudyArea": "1-2 days per week", "WhatCausesStress": ["Trucks", "Traffic congestion", "Entering and exiting the interstate", "Trains"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "Alternative 5G"}|1|2021-03-30 16:15:46.092033+00|"[{"x": -93.21270130363695, "y": 30.22481280805705}, {"x": -93.19948337761193, "y": 30.19050662687773, "type": "home"}]|1
62|72|{"slider": 5, "AfterToll": ["Buy a toll tag or toll pass for frequent user discount"], "OtherComments": "Just build it already ", "BiggestConcern": ["That it will never be completed"], "DriveOnCalcasieu": "0 days per week", "DriveOnStudyArea": "1-2 days per week", "WhatCausesStress": ["Entering and exiting the interstate"], "DriveSulphurAvenue": "1-2 days per week", "PreferredAlternative": "Alternative 5G"}|1|2021-03-30 17:12:26.21454+00|"[{"x": -93.25724846104086, "y": 30.247845546307992, "type": "work"}]|1
63|73|{"slider": 5, "AfterToll": ["Buy a toll tag or toll pass for frequent user discount"], "OtherComments": "I think 3E is the best option. The secondary bridge to Westlake would eliminate a lot of the plant traffic on the main bridge and avoid a lot of the slowdowns because of the sharp turn to exit the bridge. It also has a less angled route than 3A, so it wouldnt require as sharp a turn on the secondary bridge itself, reducing further slowdowns there. My only concern is that the secondary bridge would only reduce traffic one way, since the eastbound on-ramp in Westlake is still a very sharp turn requiring very slow speeds, so unless it also has an entrance-only lane, traffic will still significantly back up on the west side of the bridge as people merge from that tight ramp.", "BiggestConcern": ["That it will never be completed"], "DriveOnCalcasieu": "3-5 days per week", "DriveOnStudyArea": "3-5 days per week", "WhatCausesStress": ["Steep grades", "Sharp curves", "Reduced speeds", "Trucks"], "DriveSulphurAvenue": "1-2 days per week", "PreferredAlternative": "Alternative 3E"}|1|2021-03-30 21:02:19.363162+00|"[{"x": -93.37680958000327, "y": 30.217505203215154, "type": "work"}, {"x": -92.96568058220112, "y": 30.262440805486293, "type": "home"}]|1
64|74|{"slider": 4, "AfterToll": ["Take I-210 as an alternate route across the river"], "OtherComments": "Im still trying to wrap my head around the elevated Sampson interchange in 5G.  Does Samson Street have access to the service roads on the south side of I-10 and vice versus?  Also I continue to believe lowering the bridge is a bad idea.  It needs to be at a height that will not negatively impact the businesses on the river north of the bridge.", "BiggestConcern": ["That it will never be completed", "That there is no way to pay for it", "That the bridge(s) will be tolled", "That it will impact navigation"], "DriveOnCalcasieu": "0 days per week", "DriveOnStudyArea": "1-2 days per week", "WhatCausesStress": ["Steep grades", "Unpredictable slowdowns or stoppages", "Trucks", "other"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "Alternative 5G", "WhatCausesStress-Comment": "Will the bridge fall into the river.  I try to avoid it and us the I-210 bridge"}|1|2021-04-05 02:24:01.20285+00|[]|1
65|75|{"slider": 2, "AfterToll": ["Take I-210 as an alternate route across the river", "Limit the number of trips across the river"], "OtherComments": "PLEASE DONT MAKE THIS DANGEROUS FOR US. IF YOU NEED MY PROPERTY I AM WILLING TO RELOCATE BUT I DONT WANT TO BE CLOSER TO THE HWY", "BiggestConcern": ["That it will take my property", "other"], "DriveOnCalcasieu": "3-5 days per week", "DriveOnStudyArea": "6-7 days per week", "WhatCausesStress": ["Steep grades", "Unpredictable slowdowns or stoppages"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "No Build", "BiggestConcern-Comment": "I am afraid you will take 10 feet easement in front of my property and road will be close to my home. i had a tire from interstate go through my wall 2 years ago and i am afraid of the danger from hwy widing. i dont think you realize how dangerous this is and that someone could be killed or injured very badly."}|1|2021-04-06 16:08:48.090427+00|"[{"x": -93.19172911135057, "y": 30.23590644323327, "type": "home"}]|1
66|76|{"slider": 2, "AfterToll": ["Limit the number of trips across the river"], "OtherComments": "The existing bridge must be maintained as a historical landmark.  A new bridge should be constructed, but the old bridge should be turned into a green bridge/park/hiking trail.  Many other municipalities have done similar projects and it may be possible to convert the existing bridge for a lighter pedestrian load relatively inexpensively.  The new bridge must be constructed in a manner as not to demolish the existing structure.  There are many reasons to maintain the existing bridge: cultural identity, historical significance, promote tourism and fitness with a new park on it, Lake Charles will become a case study for green bridge success.", "BiggestConcern": ["That the bridge(s) will be tolled", "other"], "DriveOnCalcasieu": "0 days per week", "DriveOnStudyArea": "0 days per week", "WhatCausesStress": ["Traffic congestion", "Unpredictable slowdowns or stoppages", "Entering and exiting the interstate", "Reduced speeds"], "DriveSulphurAvenue": "0 days per week", "PreferredAlternative": "I do not have a preference", "BiggestConcern-Comment": "Our historical, iconic bridge will be demolished."}|1|2021-04-20 14:36:26.986744+00|[]|1
